 fluxesreduced_costs
R03036__mito,5.70881695776983e-07,5.70881695776983e-07
R08177__cytop,0.00016996430248496417,0.00016996430248496417
R06259__e_r_,0.0,0.0
R00968__cytop,0.0,0.0
R01070__chlo,-0.3912415267929495,-0.3912415267929495
R00348__cytop,0.0,0.0
R00582__chlo,0.02457072219601607,0.02457072219601607
R08179__pero,0.0,0.0
R07111__mito,0.0,0.0
R05863__cytop,0.0,0.0
R04744__pero,0.0,0.0
R00925__chlo,0.0,0.0
R07498__e_r_,0.0,0.0
R02340__chlo,0.0,0.0
R07021__chlo,0.0,0.0
R01993__mito,0.0,0.0
TO1000033_PLAS__plas,0.0,0.0
R10491__chlo,0.0,0.0
TR2300023_PLAS__mitmem,0.0,0.0
R09425__e_r_,0.0,0.0
EX_C00093__dra,0.0,0.0
R02985__e_r_,0.0,0.0
R04559__mito,0.0,0.0
R07461__cytop,0.0,0.0
R09289__chlo,0.0,0.0
R00866__chlo,0.0,0.0
TO1100232_PLAS__plas,0.0,0.0
R08166__cytop,0.0,0.0
R04745__pero,0.0,0.0
R03427__e_r_,0.0,0.0
R06830__cytop,0.0,0.0
R04503__mito,0.0,0.0
RXN0_7160__nucl,0.0,0.0
R00734__cytop,-0.0004131576458680158,-0.0004131576458680158
R06942__pero,0.0,0.0
R09424__e_r_,0.0,0.0
R04726__chlo,0.0064391834950516,0.0064391834950516
R00206__chlo,-0.005429049872093439,-0.005429049872093439
R01315__cytop,0.0,0.0
R07673__cytop,0.0,0.0
R00311__chlo,0.0,0.0
R02434__mito,0.0,0.0
R00767__cytop,0.0,0.0
R02719__cytop,0.0,0.0
TR2900004_PLAS__mitmem,0.0,0.0
R04224__mito,0.0,0.0
R01398__cytop,0.0016503687666666455,0.0016503687666666455
EX_C02659__dra,0.0,0.0
R02985__vacu,0.0,0.0
R03530__mito,0.0,0.0
R01801__e_r_,0.0,0.0
R02098__chlo,0.0,0.0
R09692__chlo,0.0,0.0
R00751__chlo,0.0,0.0
R02909__cytop,0.0,0.0
R01354__cytop,0.0,0.0
R00974__nucl,0.0,0.0
R03089__e_r_,0.0,0.0
R10951__cytop,0.0,0.0
R00516__cytop,0.0,0.0
R07100__cytop,0.0,0.0
T_SAM_V1__ermem,0.0003619312022602444,0.0003619312022602444
R01909__cytop,0.0,0.0
R07558__chlo,0.0001851469074705988,0.0001851469074705988
T_SUCFUMthr__chlomem,0.015543364872772303,0.015543364872772303
R01800__e_r_,0.0,0.0
T_FADH2__chlomem,-0.015543364872772303,-0.015543364872772303
TO1100157_PLAS__plas,0.0,0.0
R12571__cytop,0.0,0.0
R03197__cytop,0.0,0.0
R01279__mito,0.0,0.0
R06127__cytop,0.0,0.0
TO1000322_PLAS__plas,0.0,0.0
R03186__cytop,0.0,0.0
TO1000724_PLAS__plas,0.0,0.0
T_all_trans_Nonaprenyl_diphosphate__chlomem,5.075267904763132e-07,5.075267904763132e-07
T_MalonylCoA__ermem,0.0015142080623214982,0.0015142080623214982
R08265__chlo,0.0,0.0
R08094__mito,0.0,0.0
R03660__cytop,0.0007650214516347485,0.0007650214516347485
R02265__mito,0.0,0.0
T_L_Valine__chlomem,-0.0015333738073415256,-0.0015333738073415256
R02688__cytop,0.0,0.0
R00900__mito,0.0,0.0
R00127__nucl,0.0,0.0
R05068__chlo,0.0007753272081065584,0.0007753272081065584
R02030__mito,0.0,0.0
R05634__chlo,0.005559523519032779,0.005559523519032779
R01274__cytop,0.0,0.0
R00566__cytop,0.0,0.0
RXN_11884__e_r_,0.0,0.0
R10147__chlo,0.0009960514873759536,0.0009960514873759536
R02493__cytop,0.0,0.0
R00940__cytop,0.0,0.0
R02746__cytop,0.0,0.0
R07897__chlo,0.0,0.0
R07238__chlo,0.0,0.0
R11319__nucl,0.0,0.0
R07889__chlo,0.0,0.0
R01324__mito,0.1912932132315892,0.1912932132315892
TO1100154_PLAS__plas,0.0,0.0
R03237__cytop,0.0,0.0
T_ACACtm__mitmem,0.0,0.0
R05799__nucl,0.0,0.0
R03355__cytop,0.0,0.0
R00562__mito,0.0,0.0
R00529__mito,0.00889503066820937,0.00889503066820937
R11894__cytop,0.0,0.0
R04533__cytop,0.003219591747525799,0.003219591747525799
EX_C01419__dra,0.0,0.0
R07105__cytop,0.0,0.0
R03572__cytop,0.0,0.0
RXN_16380__pero,0.0,0.0
R07179__chlo,0.0,0.0
R06366__chlo,0.0,0.0
R00621__mito,0.15597823350029275,0.15597823350029275
R05862__cytop,0.0,0.0
R10035__cytop,0.0,0.0
R04738__mito,0.0,0.0
R01771__chlo,0.0019307161878314816,0.0019307161878314816
R02529__cytop,0.0,0.0
R10115__cytop,0.0,0.0
TR0000098_PLAS__plas,0.0,0.0
T_Hexadecanoic_acid_V1__ermem,0.0013268245394537585,0.0013268245394537585
R06411__cytop,0.0,0.0
T_Linoleoyl_CoA__ermem,0.00016996430248496417,0.00016996430248496417
TZ2900004_PLAS__chlomem,0.11563478372453359,0.11563478372453359
R07760__pero,0.0,0.0
R04170__mito,0.0,0.0
TR0000058_PLAS__plas,0.0,0.0
T_Oxygen_V5__nucmem,0.0,0.0
R08178__cytop,0.00044202131616056503,0.00044202131616056503
R00342__mito,-0.05763998798416378,-0.05763998798416378
RXN_21829__e_r_,0.0,0.0
R04429__chlo,0.0032195917475258,0.0032195917475258
R08181__cytop,0.0,0.0
R07364__nucl,0.0,0.0
R02985__cytop,0.0,0.0
R07268__mito,0.0,0.0
R06519__e_r_,0.0,0.0
R07026__e_r_,0.0,0.0
R02026__cytop,0.0,0.0
TO1000135_PLAS__plas,0.0,0.0
TO1001242_PLAS__plas,0.0,0.0
R01126__cytop,0.0,0.0
R07355__cytop,0.0,0.0
R05071__chlo,0.0,0.0
R06264__e_r_,0.0,0.0
R03646__mito,0.0,0.0
R00216__chlo,0.0,0.0
R01818__cytop,4.7560207926240826e-05,4.7560207926240826e-05
TR0000075_PLAS__plas,0.0,0.0
R00127__mito,0.114596002266935,0.114596002266935
R04953__mito,0.0,0.0
R10852__chlo,0.0,0.0
RXN_16655__cytop,0.0,0.0
T_MANtg__golmem,0.0,0.0
R07850__chlo,0.0,0.0
R01252__cytop,0.0,0.0
R01830__chlo,0.3906191962678566,0.3906191962678566
RXN_14051__mito,-5.380485457041931e-06,-5.380485457041931e-06
R00962__cytop,0.0,0.0
R04920__golg,0.0,0.0
R04740__pero,0.0,0.0
R11174__e_r_,0.0,0.0
R01361__mito,0.0,0.0
R00085__cytop,0.0,0.0
5DORK__cytop,4.617227650432169e-06,4.617227650432169e-06
R00926__chlo,0.0,0.0
RXN_19210_V3__chlo,0.0,0.0
R05722__pero,0.0,0.0
R09425__chlo,0.0,0.0
R08192__pero,0.0,0.0
R04640__cytop,0.0005531900228086843,0.0005531900228086843
R00156__chlo,0.0010032281002773783,0.0010032281002773783
R01431__cytop,0.0,0.0
R10994__cytop,0.0,0.0
RXN_19211__chlo,0.0,0.0
RXN_13441__e_r_,0.0,0.0
R03429__cytop,0.0,0.0
R02353__cytop,0.0,0.0
TR2000104_PLAS__mitmem,0.0,0.0
R01138__chlo,0.0,0.0
R03845__chlo,0.0,0.0
R03210__mito,0.0,0.0
R07081__chlo,0.0,0.0
R01082__mito,-0.18962742756367745,-0.18962742756367745
R09073__e_r_,9.04828005650611e-05,9.04828005650611e-05
R07042__cytop,0.0,0.0
R08255__cytop,0.0,0.0
R02331__cytop,0.0,0.0
EX_C00951__dra,0.0,0.0
R10688__e_r_,0.0,0.0
R00159__golg,0.0,0.0
R01104__cytop,0.0,0.0
R00341__cytop,0.0,0.0
R00149__mito,0.0,0.0
R10764__mito,0.0,0.0
R12427__chlo,0.0,0.0
R03650__mito,0.0,0.0
R02097__cytop,0.0,0.0
R00316__cytop,0.0,0.0
R07764__cytop,0.0,0.0
R07601__mito,0.0,0.0
R09087__cytop,0.0,0.0
R06447__e_r_,0.0,0.0
R01148__cytop,0.0,0.0
TZ2900008_PLAS__vacmem,0.0,0.0
R01466__cytop,0.0,0.0
R03416__cytop,0.0,0.0
T_Thiamine__chlomem,-1.0302373457375473e-06,-1.0302373457375473e-06
R03869__cytop,0.0,0.0
R07762__mito,0.0,0.0
R04137__mito,0.0,0.0
EX_C00327__dra,0.0,0.0
T_OAAAKGtm__mitmem,0.25473523261583253,0.25473523261583253
R04543__chlo,0.006328915867795998,0.006328915867795998
R04953__cytop,0.0006310695647675823,0.0006310695647675823
RXN_12968__e_r_,0.0002130495680592098,0.0002130495680592098
T_L_Leucine_V2__mitmem,0.0,0.0
R04734__cytop,0.0,0.0
R01857__chlo,0.0,0.0
R04957__mito,0.0,0.0
R03655__mito,0.0,0.0
EX_C00078__dra,0.0,0.0
R01230__cytop,0.0035119734720185643,0.0035119734720185643
R07034__e_r_,0.0,0.0
R07094__e_r_,0.0,0.0
EX_C00402__dra,0.0,0.0
R04204__chlo,0.0,0.0
R00782__mito,0.0,0.0
R02957__cytop,0.0,0.0
R07270__chlo,0.0,0.0
T_Glucosylceramide__ermem,0.0,0.0
R08300__cytop,0.0,0.0
R04958__mito,0.0,0.0
R12300__mito,0.0,0.0
TI3000692_PLAS__plas,0.0,0.0
R03596__mito,0.0,0.0
R04962__cytop,0.0,0.0
R01280__cytop,0.0,0.0
TI3001549_PLAS__plas,0.0,0.0
T_Glycine__chlomem,2.4560087791095485e-06,2.4560087791095485e-06
RXN_1641__e_r_,0.0,0.0
R00137__cytop,0.0,0.0
T_NADtr__ermem,0.0,0.0
R10507__mito,0.0769475649570777,0.0769475649570777
R07099__e_r_,0.0,0.0
R07001__e_r_,0.0,0.0
R00286__cytop,2.9189743044552792e-06,2.9189743044552792e-06
R05064__mito,0.0,0.0
R01280__e_r_,0.0013268245394537585,0.0013268245394537585
R00159__cytop,0.0,0.0
EX_C00819__dra,0.0,0.0
R00115__chlo,0.1690318679574202,0.1690318679574202
T_Biotin__mitmem,1.7934951523473107e-06,1.7934951523473107e-06
R11319__mito,0.0,0.0
R12423__chlo,0.0,0.0
R08294__chlo,0.0,0.0
R00678__cytop,0.0,0.0
DEDOLP1__chlo,0.0,0.0
R01175__pero,0.0,0.0
R07393__cytop,0.0,0.0
R00220__cytop,0.0,0.0
R10851__cytop,0.0,0.0
R04783__cytop,0.0,0.0
R01639__cytop,0.0,0.0
R05238__cytop,0.0,0.0
TO1000105_PLAS__plas,0.0,0.0
R00994__cytop,0.0,0.0
R03096__cytop,0.0,0.0
T_CO_V1__chlomem,-1.0302373457375473e-06,-1.0302373457375473e-06
R00217__mito,0.22707654994285167,0.22707654994285167
R06740__cytop,0.0,0.0
TO1000066_PLAS__plas,0.0,0.0
R07892__pero,0.0,0.0
EX_C00410__dra,0.0,0.0
TR2000144_PLAS__golmem,0.0,0.0
R07758__e_r_,0.0009694050790496442,0.0009694050790496442
TR2900000_PLAS__mitmem,0.23957433396516337,0.23957433396516337
R02568__mito,0.0,0.0
R04560__cytop,0.007057965330248654,0.007057965330248654
R04138__mito,0.0,0.0
R04428__cytop,0.003219591747525799,0.003219591747525799
R00770__cytop,0.0,0.0
R09540__cytop,0.0,0.0
R09993__cytop,0.0,0.0
R00343__chlo,-0.5068208644098937,-0.5068208644098937
R02035__cytop,0.015089675065692799,0.015089675065692799
R03417__extr,0.0,0.0
T_4_Aminobutanoate_V1__mitmem,0.0,0.0
TO0010516_PLAS__mitmem,0.0,0.0
R11099__chlo,0.0,0.0
RXN_11876__e_r_,0.0,0.0
TO3000356_E_R___ermem,0.0,0.0
R00181__nucl,0.0,0.0
R08926__cytop,0.0,0.0
R05842__mito,0.0,0.0
R00472__pero,0.0,0.0
R00236__cytop,0.0,0.0
T_FattyAcid__ermem,0.0004470335173682635,0.0004470335173682635
R03646__cytop,0.0016503687666666455,0.0016503687666666455
R03243__cytop,-0.0005531900228086843,-0.0005531900228086843
TR2000132_PLAS__ermem,-0.001961241579689756,-0.001961241579689756
R02355__chlo,0.0,0.0
R11098__chlo,0.0,0.0
R02247__e_r_,0.0,0.0
R01231__cytop,0.0,0.0
R02433__cytop,0.0,0.0
R00465__cytop,-0.001874027718660993,-0.001874027718660993
R00291__cytop,0.0003873473917040886,0.0003873473917040886
R09656__chlo,0.00020470500941960544,0.00020470500941960544
R01842__e_r_,0.0,0.0
R02366__cytop,0.0,0.0
EX_C02336__dra,0.0,0.0
R00590__mito,0.0,0.0
R07674__mito,0.0,0.0
R05578__cytop,0.0016524732006456828,0.0016524732006456828
R07110__cytop,0.0,0.0
R00158__mito,0.0235534313036708,0.0235534313036708
R04031__cytop,0.0,0.0
R00115__cytop,0.0,0.0
R04956__chlo,0.0032195917475258,0.0032195917475258
R12299__cytop,0.0,0.0
R06521__chlo,0.0,0.0
EX_C00032__dra,0.0,0.0
R12570__cytop,0.0,0.0
R00434__nucl,0.0,0.0
R05922__e_r_,0.0,0.0
RXN_19210_V2__chlo,0.0,0.0
R02619__cytop,0.0,0.0
R07460__cytop,0.0,0.0
EX_C00133__dra,0.0,0.0
TO0001430_PLAS__plas,0.0,0.0
T_CO2_V4__golmem,0.0,0.0
R09423__cytop,0.0,0.0
R01547__chlo,0.0,0.0
TO3001154_PLAS__plas,0.0,0.0
R08190__mito,0.0,0.0
R03186__chlo,0.0,0.0
EX_C00065__dra,0.0,0.0
R05575__pero,0.0,0.0
TI3000050_E_R___ermem,0.0,0.0
R07044__chlo,0.0,0.0
R04969__cytop,0.0,0.0
EX_C05697__dra,0.0,0.0
R07237__chlo,0.0,0.0
R00405__cytop,0.0,0.0
R04443__cytop,0.0,0.0
TO0000365_PLAS__plas,0.0,0.0
R07015__cytop,0.0,0.0
TI2903792_PLAS__mitmem,0.0,0.0
TO1100448_PLAS__plas,0.0,0.0
T_SLC25A17_V5__permem,0.0,0.0
R00895__cytop,0.0,0.0
R07011__cytop,0.0,0.0
R07679__mito,0.0,0.0
RXN_13294__e_r_,0.0,0.0
R09833__chlo,0.0,0.0
T_Oxygen__plas,-0.18398939993471222,-0.18398939993471222
T_L_Serine__chlomem,-0.02427961877895838,-0.02427961877895838
R06263__e_r_,0.0,0.0
R10634__mito,0.0,0.0
R02747__extr,0.0,0.0
R01364__cytop,0.0,0.0
T_NADP__ermem,-0.006891682662499131,-0.006891682662499131
R08165__cytop,0.0,0.0
EX_C07585__dra,0.0,0.0
R12461__nucl,0.0,0.0
R10170__chlo,0.0022261453858460835,0.0022261453858460835
R01641__chlo,0.3890568380445566,0.3890568380445566
EX_C01801__dra,0.0,0.0
EX_C00068__dra,0.0,0.0
R01549__nucl,0.0,0.0
R10634__nucl,0.0,0.0
R02199__chlo,-0.0007753272081065584,-0.0007753272081065584
R07674__cytop,0.0,0.0
T_AMP__golmem,0.0,0.0
R03460__chlo,0.0015623582233000213,0.0015623582233000213
R01049__mito,0.0,0.0
R04737__mito,0.0,0.0
R03353__e_r_,0.0,0.0
R02291__chlo,0.0034313196318409562,0.0034313196318409562
R00480__cytop,0.0,0.0
R06366__cytop,0.0,0.0
R03819__cytop,0.0,0.0
EX_C18846__dra,0.0,0.0
R03661__cytop,0.0014132493049435456,0.0014132493049435456
RXN_19210__chlo,0.0,0.0
R07894__mito,0.0,0.0
T_L_Isoleucine_V1__mitmem,0.0,0.0
R09072__e_r_,9.04828005650611e-05,9.04828005650611e-05
R00251__cytop,0.0,0.0
R03182__mito,1.7934951523473107e-06,1.7934951523473107e-06
R12428__chlo,0.0,0.0
R01794__cytop,0.0,0.0
TO1000314_PLAS__plas,0.0,0.0
R07765__chlo,0.0018309442533361803,0.0018309442533361803
R06128__cytop,0.0,0.0
R10687__e_r_,0.0,0.0
R02053__cytop,0.0,0.0
R01826__chlo,0.0015623582233000213,0.0015623582233000213
R07600__mito,0.0,0.0
T_Orthophosphate__ermem,-0.0007052237859946633,-0.0007052237859946633
R03875__nucl,0.0,0.0
R00742__chlo,0.046794961091441774,0.046794961091441774
R04286__cytop,0.0,0.0
R09372__chlo,0.0,0.0
R00024__chlo,1.2026119533076454,1.2026119533076454
R05052__cytop,0.0,0.0
R01360__mito,0.0,0.0
TR0000026_PLAS__golmem,0.0,0.0
T_L_Serine_V1__mitmem,0.00516344510078809,0.00516344510078809
R03778__mito,0.0,0.0
R10548__nucl,0.0,0.0
R00755__cytop,0.0180655641201486,0.0180655641201486
EX_C00082__dra,0.0,0.0
R07897__pero,0.0,0.0
R00019__cytop,0.0,0.0
R12376__cytop,0.0,0.0
R08208__cytop,0.0,0.0
R12424__mito,0.0,0.0
T_Octadecanoic_acid__chlomem,0.0010581192343318353,0.0010581192343318353
R02887__chlo,0.0,0.0
R00432__mito,0.0,0.0
R11645__e_r_,0.0,0.0
T_NADH__chlomem,-0.09873468763999904,-0.09873468763999904
R02971__mito,0.0,0.0
TR2900030_CHLO__chlomem,0.0,0.0
R04849__e_r_,0.0,0.0
R05220__mito,0.0,0.0
R09368__cytop,0.0,0.0
R02702__cytop,0.0,0.0
R01829__chlo,-0.3890568380445566,-0.3890568380445566
R07899__pero,0.0,0.0
R00093__chlo,0.0,0.0
R04203__pero,0.0,0.0
R01528__cytop,0.015089675065692799,0.015089675065692799
R07267__mito,0.0,0.0
R03968__chlo,0.0,0.0
EX_C02265__dra,0.0,0.0
T_L_Methionine_V1__mitmem,-3.5869903046946213e-06,-3.5869903046946213e-06
R01086__cytop,0.0016503687666666455,0.0016503687666666455
R04326__mito,0.0,0.0
T_IMP__chlomem,0.0,0.0
TR0000966_PLAS__plas,0.0,0.0
TO1000610_PLAS__plas,0.0,0.0
R00430__chlo,0.0,0.0
R05819__chlo,0.0,0.0
R00964__nucl,0.0,0.0
R08193__cytop,1.975978930955076e-05,1.975978930955076e-05
R00369__cytop,-0.0021487013099636514,-0.0021487013099636514
R05506__pero,0.0,0.0
R04237__chlo,0.0009780165379258171,0.0009780165379258171
EX_C14819__dra,0.0,0.0
R04457__chlo,5.364380318325764e-06,5.364380318325764e-06
R00248__chlo,-0.040104538905125685,-0.040104538905125685
R00517__cytop,0.0,0.0
R03028__mito,0.0,0.0
R02163__mito,0.0309270260874799,0.0309270260874799
R04954__chlo,0.0064391834950516,0.0064391834950516
R01518__chlo,-0.09283801494445097,-0.09283801494445097
R01187__golg,0.0,0.0
R01135__cytop,0.00354599185823009,0.00354599185823009
T_5_Methylthioadenosine_V1__ermem,-9.04828005650611e-05,-9.04828005650611e-05
R05259__chlo,0.0,0.0
R00069__cytop,0.0,0.0
R02889__cytop,0.00033660197618744876,0.00033660197618744876
R06590__chlo,0.0,0.0
T_Orotate__mitmem,0.00631026307474563,0.00631026307474563
TO1000129_PLAS__plas,0.0,0.0
R01252__e_r_,0.0,0.0
R00710__chlo,0.0,0.0
R02164__mito,0.16963147197685224,0.16963147197685224
T__11Z_14Z__Icosadienoyl_CoA__ermem,0.0,0.0
R04545__cytop,0.0,0.0
R04173__chlo,-0.02457072219601607,-0.02457072219601607
TI3000836_PLAS__plas,0.0,0.0
R07178__chlo,0.0310081319229602,0.0310081319229602
R03655__cytop,0.0005531900228086843,0.0005531900228086843
R01827__mito,0.0,0.0
R04952__mito,0.0,0.0
R01163__cytop,0.0,0.0
R07395__nucl,0.0,0.0
T_Oleoyl_CoA__ermem,0.0,0.0
R00582__cytop,0.0,0.0
R00966__nucl,0.0,0.0
R06514__cytop,0.0,0.0
R01513__chlo,0.02457072219601607,0.02457072219601607
R05000__mito,5.075267904763132e-07,5.075267904763132e-07
TZ2900024_PLAS__chlomem,-0.0004037342987082762,-0.0004037342987082762
EX_C00984__dra,0.0,0.0
R03090__chlo,0.0,0.0
R01177__mito,-2.949029909160572e-17,-2.949029909160572e-17
R00174__cytop,0.0,0.0
R01512__mito,0.0,0.0
R04143__cytop,9.22762957174084e-05,9.22762957174084e-05
R07324__cytop,3.3939485360388356e-05,3.3939485360388356e-05
R01015__chlo,0.7814785657405966,0.7814785657405966
R07891__mito,0.0,0.0
R01392__cytop,0.0,0.0
R04300__cytop,0.0,0.0
R00935__pero,0.0,0.0
R00187__mito,0.0,0.0
R08300__extr,0.0,0.0
R04672__chlo,0.0,0.0
RXN_13322__e_r_,0.00033175341521263837,0.00033175341521263837
R02940__chlo,0.0,0.0
TR0000034_PLAS__plas,0.0,0.0
R07512__chlo,0.00020470500941960544,0.00020470500941960544
R01731__mito,0.0,0.0
R04844__e_r_,0.0,0.0
R01569__e_r_,0.0,0.0
R03311__cytop,0.0,0.0
R12167__e_r_,0.0,0.0
TO0000412_PLAS__vacmem,0.0,0.0
R07893__chlo,0.0,0.0
R03482__e_r_,0.0,0.0
R00925__cytop,0.0,0.0
RXN_12994__e_r_,0.0,0.0
R05818__chlo,0.0,0.0
R09416__e_r_,0.0,0.0
T_TCYNTtm__mitmem,0.0,0.0
R10907__cytop,0.015089675065692799,0.015089675065692799
R01514__chlo,0.0,0.0
EX_C00183__dra,0.0,0.0
R01185__cytop,0.0,0.0
R04204__pero,0.0,0.0
R03026__mito,-2.949029909160572e-17,-2.949029909160572e-17
TI3000535_PLAS__plas,0.0,0.0
EX_C00114__dra,0.0,0.0
R03920__cytop,0.0,0.0
T_Ammonia_V3__permem,0.0,0.0
R12459__mito,0.0,0.0
R04963__chlo,0.0064391834950516,0.0064391834950516
PKS_C40__cytop,0.000107333537021451,0.000107333537021451
R00256__mito,0.0,0.0
TR0011456_PLAS__ermem,0.0,0.0
R08743__cytop,0.0,0.0
R00719__golg,0.0,0.0
R12390__mito,0.0,0.0
R07977__cytop,0.0,0.0
R00716__cytop,0.0,0.0
R04968__mito,0.0,0.0
R12356__pero,0.0,0.0
TO1000100_PLAS__plas,0.0,0.0
R09832__chlo,0.0,0.0
R04058__extr,0.0,0.0
R07083__chlo,0.0,0.0
R08770__mito,5.075267904763132e-07,5.075267904763132e-07
R12416__e_r_,0.0,0.0
R06063__cytop,0.0,0.0
R10619__cytop,0.0,0.0
R05286__cytop,0.0,0.0
R00216__cytop,0.0,0.0
R00257__cytop,0.0,0.0
T_FADH2_V2__mitmem,-0.09945946380993825,-0.09945946380993825
R02746__extr,0.0,0.0
R03140__chlo,0.007847153844012331,0.007847153844012331
R02016__chlo,0.0,0.0
R01770__cytop,0.0,0.0
R10994__chlo,0.0,0.0
RXN_11959__e_r_,0.0,0.0
R00768__cytop,1.975978930955076e-05,1.975978930955076e-05
PKS_C81__cytop,0.0006310695647675823,0.0006310695647675823
R01123__chlo,0.0,0.0
R00087__mito,0.0235534313036708,0.0235534313036708
R00310__chlo,7.107474525626194e-07,7.107474525626194e-07
RXN_16096__e_r_,0.0,0.0
R00963__cytop,0.0,0.0
R00197__mito,0.0,0.0
R07531__chlo,0.0,0.0
R07003__e_r_,0.0,0.0
R08343__e_r_,0.0,0.0
R00200__chlo,0.0,0.0
T_Palmitoleoyl_CoA__ermem,0.0,0.0
R05234__cytop,0.0,0.0
R04920__e_r_,0.0,0.0
TO3001378_PLAS__plas,0.0,0.0
R00548__cytop,0.0,0.0
R01317__cytop,0.0,0.0
R05237__cytop,0.0,0.0
RXN_12754__chlo,0.0,0.0
T_Arachidonyl_CoA__ermem,0.0002130495680592098,0.0002130495680592098
EX_C00049__dra,0.0,0.0
T_L_Tyrosine__chlomem,5.832834287089163e-07,5.832834287089163e-07
PRISM_solar_exo__extr,0.0,0.0
R11308__vacu,0.0,0.0
R02124__cytop,0.0,0.0
R03314__mito,0.0,0.0
R02434__cytop,0.0,0.0
R09450__pero,0.0,0.0
R08358__cytop,0.0,0.0
R00238__pero,0.0,0.0
R08306__cytop,0.0,0.0
TI3000298_PLAS__plas,0.0,0.0
EX_C02380__dra,0.0,0.0
R06520__e_r_,0.0,0.0
R10035__e_r_,0.0,0.0
R07463__chlo,1.0302373457375473e-06,1.0302373457375473e-06
TZ2900065_PLAS__plas,0.0,0.0
R00120__cytop,0.0,0.0
T_3__4_Hydroxyphenyl_pyruvate__mitmem,0.0,0.0
R00708__cytop,0.0,0.0
R00572__chlo,0.0,0.0
R00221__chlo,0.0,0.0
R03327__e_r_,0.0,0.0
R01968__e_r_,0.0,0.0
R03429__nucl,0.0,0.0
T_L_Aspartate__chlomem,0.0031898416930636712,0.0031898416930636712
T_L_Serine_V2__ermem,0.0,0.0
R10179__mito,-0.00753712742501213,-0.00753712742501213
T__9Z_12Z__hexadeca_9_12_dienoate__ermem,5.8936084257300226e-05,5.8936084257300226e-05
T_NADtm__mitmem,-4.20409980293095e-17,-4.20409980293095e-17
R04144__cytop,0.006505805544785708,0.006505805544785708
R00345__mito,0.22925959625426623,0.22925959625426623
R01083__cytop,0.00354599185823009,0.00354599185823009
R03330__nucl,0.0,0.0
e_Protein__cytop,0.002487510613519155,0.002487510613519155
R03051__chlo,0.003759519193187609,0.003759519193187609
R00131__cytop,0.0,0.0
R01072__cytop,0.006505805544785708,0.006505805544785708
TI3000040_PLAS__mitmem,0.006254562162748,0.006254562162748
EX_C00794__dra,0.0,0.0
R07763__chlo,0.0018309442533361803,0.0018309442533361803
R05703__e_r_,0.0,0.0
R05577__cytop,0.0010589979434510557,0.0010589979434510557
R03139__cytop,0.0,0.0
R02236__cytop,0.0,0.0
TO0000017_PLAS__mitmem,5.38048545704193e-06,5.38048545704193e-06
R09366__cytop,0.0,0.0
TO0000244_PLAS__plas,0.0,0.0
R03220__chlo,0.0009787272853783798,0.0009787272853783798
R00066__chlo,2.682190159162882e-06,2.682190159162882e-06
R04743__mito,0.0,0.0
R03869__mito,0.0,0.0
R07079__chlo,0.0,0.0
T_CoA_ADP__mitmem,0.014019678199190116,0.014019678199190116
R02519__cytop,0.0,0.0
RXN_11881__e_r_,0.0,0.0
TO0000255_PLAS__chlomem,0.0009780165379258171,0.0009780165379258171
EX_C00076__dra,0.0,0.0
R07059__cytop,0.0,0.0
EX_C04230__dra,0.0,0.0
R01526__cytop,0.0,0.0
R00006__chlo,0.003759519193187609,0.003759519193187609
TO1101242_PLAS__plas,0.0,0.0
R07060__cytop,0.0,0.0
R00754__cytop,0.0368403678118965,0.0368403678118965
TO0000438_PLAS__vacmem,0.0,0.0
R01080__cytop,0.0,0.0
R11100__mito,0.0,0.0
EX_C01885__dra,0.0,0.0
R09503_V1__chlo,1.829600117103396,1.829600117103396
EX_C00525__dra,0.0,0.0
R09502__chlo,0.136254087349284,0.136254087349284
R04831__e_r_,0.0,0.0
TO1100082_PLAS__plas,0.0,0.0
PKS_C143__cytop,0.0006310695647675823,0.0006310695647675823
R07899__mito,0.0,0.0
R08344__chlo,0.0,0.0
R05615__mito,0.0,0.0
R02091__cytop,0.0,0.0
R09372__mito,0.0,0.0
R01005__e_r_,0.0,0.0
R08293__e_r_,0.0,0.0
PRISM_red_LED_array_653nm__extr,0.0,0.0
R02019__cytop,0.0028598967631877654,0.0028598967631877654
R05286__chlo,0.0,0.0
EX_C00187__dra,0.0,0.0
R12459__nucl,0.0,0.0
R12424__chlo,0.0,0.0
R09450_V1__pero,0.0,0.0
R02354__e_r_,0.0,0.0
R07087__e_r_,0.0,0.0
R04922__golg,0.0,0.0
R02464__e_r_,0.0,0.0
TO1000023_PLAS__plas,0.0,0.0
R04972__chlo,0.0,0.0
T_FAD_V1__permem,-0.11500282868271056,-0.11500282868271056
RXN_12969__e_r_,0.0002130495680592098,0.0002130495680592098
R00922__pero,0.0,0.0
R11945__mitmem,0.36638487154767696,0.36638487154767696
R00996__mito,0.0,0.0
R10116__chlo,0.0,0.0
R02668__cytop,0.0,0.0
R02683__mito,0.0,0.0
R02569__chlo,0.0,0.0
R05070__mito,0.0,0.0
T_CDP_Choline_V1__golmem,0.0,0.0
R01127__cytop,-0.007057965330248654,-0.007057965330248654
R08175__mito,0.0,0.0
TR2900128_PLAS__mitmem,-0.0120142083163615,-0.0120142083163615
R07092__chlo,0.0,0.0
R04959__mito,0.0,0.0
R07392__cytop,9.22762957174084e-05,9.22762957174084e-05
R08295__cytop,0.0,0.0
